"age","job","marital","education","default","housing","loan","contact","label"
"40-","admin.","single","secondary","no","yes","no","cellular","no"
"50-","management","married","primary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"60-","management","divorced","tertiary","no","yes","no","cellular","no"
"50-","admin.","single","tertiary","no","yes","no","cellular","yes"
"30-","blue-collar","single","secondary","no","yes","yes","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","cellular","yes"
"50-","services","divorced","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","no"
"40-","student","single","secondary","no","yes","no","cellular","yes"
"30-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","single","secondary","no","yes","no","cellular","no"
"60-","admin.","married","secondary","no","yes","yes","cellular","yes"
"50-","unemployed","married","secondary","no","yes","yes","cellular","yes"
"30-","student","single","secondary","no","yes","no","cellular","no"
"30-","management","single","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","technician","single","secondary","no","yes","no","cellular","no"
"30-","student","single","secondary","no","no","no","telephone","no"
"30-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","entrepreneur","single","secondary","no","yes","yes","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","blue-collar","single","secondary","no","yes","no","cellular","yes"
"30-","blue-collar","single","primary","no","yes","no","cellular","yes"
"40-","self-employed","single","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","single","unknown","no","yes","no","cellular","no"
"50-","admin.","single","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"40-","admin.","single","secondary","no","yes","no","cellular","no"
"50-","management","married","secondary","no","yes","no","cellular","no"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"60-","services","married","primary","no","yes","yes","cellular","no"
"40-","technician","divorced","secondary","no","yes","no","cellular","no"
"50-","services","married","secondary","no","yes","no","cellular","no"
"50-","services","married","secondary","no","yes","no","cellular","yes"
"40-","services","married","secondary","no","yes","yes","cellular","no"
"40-","admin.","divorced","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","unknown","no","yes","no","cellular","yes"
"30-","technician","single","secondary","no","yes","yes","cellular","yes"
"40-","blue-collar","single","secondary","no","yes","yes","cellular","no"
"60-","blue-collar","married","primary","no","yes","yes","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"50-","technician","divorced","secondary","no","yes","no","cellular","no"
"60-","services","married","primary","no","yes","no","cellular","no"
"50-","management","married","tertiary","no","yes","no","cellular","no"
"50-","services","married","secondary","no","yes","no","cellular","no"
"40-","admin.","single","secondary","no","yes","yes","cellular","no"
"40-","technician","divorced","primary","no","yes","no","cellular","no"
"60-","management","married","tertiary","no","yes","no","telephone","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"60-","services","divorced","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"30-","admin.","married","secondary","no","yes","yes","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"40-","technician","divorced","tertiary","yes","no","no","cellular","yes"
"40-","self-employed","single","tertiary","no","yes","no","cellular","yes"
"50-","management","married","secondary","no","yes","no","cellular","no"
"40-","admin.","divorced","secondary","no","yes","no","cellular","no"
"40-","technician","divorced","secondary","no","yes","yes","cellular","yes"
"40-","technician","divorced","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","yes","cellular","no"
"40-","admin.","divorced","secondary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","yes","yes","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","secondary","no","yes","yes","cellular","no"
"40-","management","single","secondary","no","yes","no","cellular","no"
"30-","management","divorced","tertiary","no","yes","yes","cellular","yes"
"50-","entrepreneur","married","secondary","no","yes","yes","cellular","no"
"40-","student","single","unknown","no","yes","no","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"30-","management","divorced","tertiary","no","yes","no","telephone","no"
"30-","services","single","secondary","no","yes","no","cellular","no"
"50-","management","divorced","secondary","no","yes","no","cellular","no"
"30-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","services","married","secondary","no","yes","no","cellular","no"
"40-","entrepreneur","married","tertiary","no","yes","no","cellular","yes"
"40-","management","married","secondary","no","yes","no","cellular","no"
"40-","blue-collar","single","secondary","no","yes","yes","cellular","yes"
"40-","unemployed","single","tertiary","no","yes","no","cellular","no"
"30-","admin.","married","secondary","no","yes","no","cellular","yes"
"50-","admin.","married","primary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"50-","admin.","married","primary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","technician","single","secondary","no","yes","yes","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"30-","services","single","secondary","no","yes","no","cellular","no"
"50-","management","married","secondary","no","yes","no","cellular","yes"
"30-","admin.","single","secondary","no","yes","no","cellular","yes"
"30-","blue-collar","single","secondary","no","yes","no","cellular","yes"
"40-","technician","divorced","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"50-","services","married","primary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"30-","admin.","single","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"30-","blue-collar","single","secondary","no","yes","no","cellular","yes"
"60-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","services","married","tertiary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"60-","management","divorced","tertiary","no","yes","no","cellular","no"
"40-","management","married","secondary","no","yes","no","cellular","yes"
"30-","blue-collar","married","unknown","no","yes","no","cellular","no"
"30-","blue-collar","single","secondary","no","yes","no","cellular","no"
"30-","admin.","single","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","yes","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","no","telephone","no"
"40-","management","married","tertiary","no","yes","yes","cellular","yes"
"30-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","management","married","primary","no","yes","yes","telephone","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","blue-collar","single","secondary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","student","single","secondary","no","yes","no","cellular","no"
"30-","services","divorced","secondary","no","yes","no","cellular","no"
"60-","management","married","primary","no","yes","yes","cellular","no"
"30-","services","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","yes","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"40-","self-employed","single","tertiary","no","yes","yes","cellular","no"
"40-","services","married","secondary","no","yes","yes","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","services","divorced","primary","no","yes","no","cellular","yes"
"30-","technician","married","secondary","no","yes","no","cellular","no"
